NPC_PI,NPC_MOOD,PLAYER,NPC,SKLTRN,WoF,MECH,PLANTERA,GLM,LC,ML
neutral,happy,I reached the ocean. What kind of things do I find here?,"Ah, the ocean! It's a treasure trove of aquatic wonders and hidden secrets. You’ll find unique enemies like Sharks and Jellyfish, as well as useful resources like Coral and Seashells. Diving into the depths might reveal chests containing Water Walking Boots or the rare Flippers. Keep an eye out for the Angler, who offers rewarding fishing quests. The ocean is also the gateway to the depths below, where more mysteries and treasures await. Enjoy your coastal exploration!",0,0,0,0,0,0,0
neutral,happy,I went to the ocean and found the Angler. Who is he?,"Ah, the Angler! This little fishing enthusiast washed up on the shore and now spends his days dreaming up fishing quests for you. He’s a bit of a taskmaster, but completing his quests can net you unique rewards like fishing gear, accessories, and even rare fish. Think of him as your guide to the serene (yet surprisingly lucrative) world of fishing in Terraria. Just be prepared for his endless demands for exotic catches!",0,0,0,0,0,0,0
positive,happy,I got myself a Trident from the Water Chest in the ocean. Is it good?,"Absolutely! The Trident is a solid early-game weapon with decent damage and reach. Its fast attack speed and ability to hit multiple enemies make it quite useful for underwater combat and dealing with groups of foes. Plus, it adds a bit of mythic flair to your arsenal, giving you a taste of Poseidon's power as you explore the ocean depths!",0,0,0,0,0,0,0
neutral,happy,I also got myself Water Walking Boots. What can I use these for?,"Water Walking Boots are a fantastic find! They allow you to walk on the surface of water and lava, making exploration and combat in these areas much easier. They're especially useful for navigating large bodies of water without having to swim. Additionally, you can combine them with other accessories to craft more powerful items, like the Lava Waders. So, strap on those boots and stride across the waves with confidence!",0,0,0,0,0,0,0
positive,happy,I got some bombs and dynamites.,"Explosives, eh? Now you're thinking like a true adventurer! Bombs and dynamite are great for quickly clearing large areas and mining ores. Just be careful with your aim-you don't want to blow up your nice house or yourself. Happy blasting!",0,0,0,0,0,0,0
positive,happy,The demolitionist moved in. Who is he?,"Fantastic! The Demolitionist is a great addition to your town. He'll sell you more bombs, dynamite, and other explosive goodies. Just be cautious around him-he has a penchant for, well, explosive conversations!",0,0,0,0,0,0,0
positive,happy,I will use these dynamites to get the Shadow Orb.,"Excellent plan! Breaking Shadow Orbs can yield some powerful items and summon the Eater of Worlds if you break three. Just be prepared for a fight and keep an eye out for the treasures within. Good luck, and may your aim be true!",0,0,0,0,0,0,0
positive,happy,Should I buy some explosives from the Demolitionist?,"Definitely! Stocking up on explosives is always a smart move. They're invaluable for mining and can give you the upper hand in combat situations. Just remember, with great power comes great responsibility-don't blow yourself up!",0,0,0,0,0,0,0
positive,happy,Should I craft myself a hammer?,"Absolutely! A hammer is essential for shaping your world. You'll need it to break background walls, remove furniture, and shape blocks. Plus, some special items like Shadow Orbs and Crimson Hearts can only be destroyed with a hammer. Get crafting!",0,0,0,0,0,0,0
positive,happy,I got a fallen star at night. What can I use them for?,"Fallen stars are valuable! You can use them to craft mana crystals at a crafting station. These crystals increase your maximum mana, allowing you to use more powerful magic weapons and tools. Keep collecting them-it's a star-studded opportunity!",0,0,0,0,0,0,0
neutral,neutral,Should I use the dynamite in the Corruption?,"Dynamite can certainly help clear out Corruption blocks and make exploring easier. Just be cautious-the Corruption is filled with dangerous creatures, so make sure you're prepared for a fight if things get explosive!",0,0,0,0,0,0,0
positive,happy,Is it worth it to get the Shadow Orbs?,"Absolutely! Breaking Shadow Orbs can yield valuable loot like musket weapons, which are powerful early-game items. Plus, breaking three Shadow Orbs can summon the Eater of Worlds, a challenging but rewarding boss. It's definitely worth the adventure!",0,0,0,0,0,0,0
neutral,neutral,What is the oasis?,"Ah, the oasis-an aquatic mirage amidst Terraria's arid deserts, where cool waters and palm trees beckon weary travelers. It's a tranquil haven amidst the scorching sands, offering respite and the chance to replenish supplies before braving the next desert storm or sandstorm. Whether you seek shade from the blazing sun or a moment of reflection amid the serene waters, the oasis is a welcome sight in Terraria's desert landscapes.",0,0,0,0,0,0,0
neutral,neutral,I found a pyramid earlier. What was that?,"Ah, the pyramid-a mysterious relic buried deep within Terraria's desert sands. It's a treasure trove of ancient secrets, housing valuable loot such as traps, rare furniture, and the coveted Pharaoh's Mask and Robe. Exploring its labyrinthine corridors often leads to encounters with deadly guardians and traps, but the rewards can be well worth the risk for daring adventurers like yourself.",0,0,0,0,0,0,0
neutral,happy,I found a Flying Carpet inside the pyramid. Is it any good?,"Absolutely! The Flying Carpet is a coveted treasure in Terraria, offering swift and stylish aerial movement. It allows you to glide effortlessly over obstacles and enemies, making exploration and combat in the skies a breeze. Its versatility and mobility make it a favorite among adventurers looking to traverse Terraria's vast landscapes with grace and speed. Enjoy your newfound freedom in the skies!",0,0,0,0,0,0,0
neutral,neutral,I got a musket from the shadow orb but I died from the dynamite.,"Whoops, that's a tough break! Dynamite can be tricky business. But hey, you've got the musket-nice find! Next time, maybe try using explosives a bit more cautiously. Learning from mishaps is part of the adventure in Terraria!!",0,0,0,0,0,0,0
neutral,neutral,Is it a good idea to continue breaking the shadow orbs?,"It's a bit of a risk-reward situation. Breaking shadow orbs can yield valuable items like the musket you found, but it also triggers more challenging events like summoning the Eater of Worlds. Make sure you're prepared with good armor, weapons, and plenty of supplies before you decide to break more. It's all about balancing risk and reward in Terraria!",0,0,0,0,0,0,0
neutral,neutral,What's happening? The night seems to be red.,"Ah, that's a Blood Moon! During a Blood Moon, monsters become more aggressive and rare enemies can appear. It's a good opportunity to collect rare drops and coins, but be extra cautious-they'll be swarming out there tonight. Make sure your house is secure and maybe consider crafting stronger weapons if you haven't already. Good luck!",0,0,0,0,0,0,0
neutral,happy,Who is the Arms Dealer? What does he do?,"The Arms Dealer is your go-to guy for all things that go boom! He moves in once you’ve found your first gun or bullets. This savvy merchant sells a variety of firearms, ammunition, and related accessories. Whether you're looking for a basic musket or more advanced weaponry like the Minishark, the Arms Dealer has you covered. He’s essential for ranged combat enthusiasts, helping you keep your enemies at bay with a well-stocked arsenal.",0,0,0,0,0,0,0
